Unnamed: 0,Restaurant address,Challenge name,Location name,latitude,longitude
465,"Address: 24 E Washington St, Orlando, FL 32801",Beth’s Double D Burger Challenge,Where: Beth's Burger Bar,28.541981,-81.374945
466,"Address: 745 N Federal Hwy, Fort Lauderdale, FL 33304",The Whole Enchilada’s 6lb Ex-Wife Burrito Challenge (Fort Lauderdale),Where: The Whole Enchilada (Ft Lauderdale),26.137286,-80.126717
467,"Address: 4115 N Federal Hwy, Fort Lauderdale, FL 33308",The Whole Enchilada’s 6lb Ex-Wife Burrito Challenge (Oakland Park),Where: The Whole Enchilada (Oakland Park),26.17965,-80.09836
468,"Address: 10614 Devco Dr, New Port Richey, FL 34653",Scotty’s 28″ Beast Pizza Challenge,Where: Scotty's Pizzeria,28.263740000000002,-82.67885
469,"Address: 1505 Washington Ave, Miami Beach, FL 33139",Cheeseburger Baby’s Punisher Burger Challenge,Where: Cheeseburger Baby,25.7877,-80.13159
470,"Address: 900 S Miami Ave, Ste #130, Miami, FL 33130",Burger & Beer Joint’s Motherburger Challenge (Brickell),Where: Burger & Beer Joint (Brickell),25.768442,-80.20298199999999
471,"Address: 18063 S Dixie Highway, Miami, FL 33157",Steve’s 30″ Pizza Challenge (South),Where: Steve's Pizza South,25.601679999999998,-80.35181
472,"Address: 16285 Kendall Dr, Miami, FL 33196",Steve’s 30″ Pizza Challenge (West),Where: Steve's Pizza West,25.68419,-80.45572
473,"Address: 6779 W Indiantown Rd, Jupiter, FL 33458",Cheeseburgers and More’s Burger Wall Of Fame Challenge,Where: Cheeseburgers and More,26.934278000000003,-80.1216
474,"Address: 6514 Norwood Ave, Jacksonville, FL 32208",Blue Boy’s Monster Burger Challenge (Jacksonville),Where: Blue Boy Sandwich Shop (Jacksonville),30.378059999999998,-81.66906
475,"Address: 6514 Norwood Ave, Jacksonville, FL 32208",Blue Boy’s Super Club Sub Sandwich Challenge (Jacksonville),Where: Blue Boy Sandwich Shop (Jacksonville),30.378059999999998,-81.66906
476,"Address: 1000 S State Rd 7, Hollywood, FL 33023",Quickie’s 4lb Titan Burger Challenge,Where: Quickie's Burgers & Wings,26.00164,-80.20758000000001
477,"Address: 2207 First St, Fort Myers, FL 33901",Ford Garage’s Hub Cap Burger Challenge (Fort Myers),Where: Ford's Garage (Fort Myers),26.644109999999998,-81.87055
478,"Address: 10801 Corkscrew Rd, Ste #519, Estero, FL 33928",Ford Garage’s Hub Cap Burger Challenge (Estero),Where: Ford's Garage (Estero),26.435240000000004,-81.77464
479,"Address: 1719 Cape Coral Pkwy E, Cape Coral, FL 33904",Ford Garage’s Hub Cap Burger Challenge (Cape Coral),Where: Ford's Garage (Cape Coral),26.56325,-81.94086
480,"Address: 1501 S Ridgewood Ave, Edgewater, FL 32132",Alberto’s 28″ Team Pizza Challenge,Where: Alberto's Italian Restaurant,28.97775,-80.89848
481,"Address: 3701 S Atlantic Ave, Daytona Beach, FL 32118",Crabby Joe’s Whale-Sized Surf N Turf Burger Challenge,Where: Crabby Joe's Restaurant (Sunglow Pier),29.216209999999997,-81.00289000000001
482,"Address: 2669 Crawfordville Hwy, Crawfordville, FL 32327",Myra Jean’s Behemoth Cheeseburger Challenge,Where: Myra Jean's Restaurant,30.1917,-84.37167
483,"Address: 3064 Grand Ave, Coconut Grove, FL 33133",Sandbar Sports Grill’s 5lb Burrito Challenge (Coconut Grove),Where: Sandbar Sports Grill (Coconut Grove),25.72801,-80.24287
484,"Address: 306 N Orlando Ave, Cocoa Beach, FL 32931",Joel’s Crazy Pork Sandwich Challenge,Where: Slow & Low Barbeque,28.32435,-80.6099
485,"Address: 423 Poinsettia Ave, Clearwater, FL 33767",Cooter’s Wall Of Fame Monster Burger Challenge,Where: Cooters Restaurant & Bar,27.97921,-82.82611999999999
486,"Address: 5779 53rd Ave E, Bradenton, FL 34203",Poblano’s 20 In 40 Taco Challenge (Bradenton),Where: Poblano's Mexican Grill (Bradenton),27.44665,-82.48756999999999
487,"Address: 2451 McMullen Booth Rd, Clearwater, FL 33759",Poblano’s 20 In 40 Taco Challenge (Clearwater),Where: Poblano's Mexican Grill (Clearwater),28.009859999999996,-82.71104
488,"Address: 1722 N 3rd St, Jacksonville Beach, FL 32250",Col Mustard’s Phat Burger Challenge,Where: Col Mustard's Phat Burgers,30.30456,-81.39591
489,"Address: 14920 Main St, Alachua, FL 32615",Conestoga’s Main Street Monster Burger Challenge,Where: Conestogas Restaurant,29.792109999999997,-82.49605
490,"Address: 3292-A NW Federal Hwy, Jensen Beach, FL 34957",The Hwy 55 Burger Challenge (Jensen Beach),Where: Highway 55 Restaurant (Jensen Beach),27.24365,-80.27176
491,"Address: 90 Seascape Dr, Miramar Beach, FL 32550",Acme Oyster’s 15 Dozen Oyster Club Challenge (Miramar Beach),Where: Acme Oyster House (Miramar Beach),30.383483000000002,-86.34912
492,"Address: 1633 Clifford Jones Rd, Screven, GA 31560",Reedy Creek Restaurant’s 64oz Ribeye Steak Challenge,Where: Reedy Creek Restaurant,31.584840000000003,-82.13184
493,"Address: 111 W Atlanta St, Tallapoosa, GA 30176",Rebel Crossing’s “Quarterback Keeper” Burger Challenge,Where: Rebel Crossing Restaurant,33.740264,-85.297309
494,"Address: 68 N Marietta Pkwy N.W., Ste #102, Marietta, GA 30060",Lucky’s Grim Reaper Burger Challenge (Marietta),Where: Lucky’s Burger & Brew (Marietta),33.925326,-84.547951
495,"Address: 10134 Ford Ave, Richmond Hills, GA 31324",Fia Rua Irish Pub’s “Big Game” Burger Challenge,Where: Fia Rua Irish Pub,31.946990000000003,-81.3104
496,"Address: 5611 GA Hwy 91 S, Donalsonville, GA 39845",Mintos’ 7lb Colossal Burger Challenge,Where: Mintos Sports Bar & Grill,31.04427,-84.88214
497,"Address: 1569 N Decatur Rd, Atlanta, GA 30307 ",Lucky’s Grim Reaper Burger Challenge (Emory Village),Where: Lucky’s Burger & Brew (Emory Village),33.768444,-84.337363
498,"Address: 305 Brookhaven Ave, Ste #1250, Brookhaven, GA 30319  ",Lucky’s Grim Reaper Burger Challenge (Brookhaven),Where: Lucky’s Burger & Brew (Brookhaven),33.87084,-84.33543
499,"Address: 1144 Alpharetta St, Roswell, GA 30075  ",Lucky’s Grim Reaper Burger Challenge (Roswell),Where: Lucky’s Burger & Brew (Roswell),34.03037,-84.35548
500,"Address: 8879 Roswell Rd, Sandy Springs, GA 30350",North River Tavern’s “El Guapo’s Revenge” Hot Wing Challenge,Where: North River Tavern ,33.977693,-84.331153
501,"Address: 1935 Dawson Rd, Albany, GA 31707",The Rocket’s “Big Moon” 6-Patty Burger Challenge,Where: The Rocket,31.59852,-84.19873
502,"Address: 5950 North Point Pkwy, Alpharetta, GA 30022",The “Are You Scream’N Nuts?” Dessert Challenge,Where: Scream'n Nuts,34.04915,-84.28088000000001
503,"Address: 1144 Piedmont Ave NE, Atlanta, GA 30309",The Nook’s Macho Totcho Challenge,Where: The Nook on Piedmont Park,33.78603,-84.37843000000001
504,"Address: 878 Peachtree St NE, Atlanta, GA 30309",The Vortex’s Quadruple Bypass Burger Challenge (Midtown),Where: The Vortex (Midtown),33.77903,-84.38457
505,"Address: 438 Moreland Ave NE, Atlanta, GA 30307",The Vortex’s Quadruple Bypass Burger Challenge (L5P),Where: The Vortex (Little 5 Points),33.76635,-84.34937
506,"Address: 1010 Mansell Rd, Ste #180, Roswell, GA 30076",Big Pie In The Sky’s 30″ Carnivore Challenge (Roswell),Where: Big Pie In The Sky Pizzeria (Roswell),34.04317,-84.32796
507,"Address: 124 Main St, Suite B, LaGrange, GA 30240",Mare Sol’s Colossal Burger Challenge,Where: Mare Sol Restaurant,33.03791,-85.03147
508,"Address: 107 Market Center, Cornelia, GA 30531",Casa Bariachi’s 5lb Big Burrito Challenge,Where: Casa Bariachi Mexican Restaurant,34.516613,-83.56422099999999
509,"Address: 1518 Butler Ave, Tybee Island, GA 31328",Rock House Original’s Fat Elvis Burger Challenge,Where: Rock House Original Bar,31.99356,-80.85271
510,"Address: 2790 Lawrenceville-Suwanee Rd, Ste #140, Suwanee, GA 30024",Umaido’s 4 Bowl Ramen Challenge,Where: Umaido Japanese Restaurant,34.02214,-84.04486
511,"Address: 6363 Jonesboro Rd, Morrow, GA 30260",The VN Pho Challenge,Where: VN Pho Restaurant,33.58234,-84.34106
512,"Address: 1085 S Lewis St, Metter, GA 30439",Papa Buck’s Pigzilla Sandwich Challenge,Where: Papa Buck's BBQ,32.37955,-82.06147
513,"Address: 468 2nd St, Macon, GA 31201",Bearfoot Tavern’s Bear Mace Wing Challenge,Where: Bearfoot Tavern,32.8356,-83.62938
514,"Address: 2090 Baker Rd, Ste A-103, Kennesaw, GA 30144",Big Pie In The Sky’s 30″ Carnivore Challenge (Kennesaw),Where: Big Pie In The Sky Pizzeria (Kennesaw),34.04919,-84.60970999999999
515,"Address: 7275 S Main St, Helen, GA 30545",Nacoochee Village’s Boss Sandwich Challenge,Where: Nacoochee Village Tavern & Pizzeria,34.69379,-83.71361999999999
516,"Address: 5110 Wrightsboro Rd, Ste F, Grovetown, GA 30813",Hula Dawg’s Maui Wowie Wall Of Fame Burger,Where: Hula Dawgs,33.457370000000004,-82.19548
517,"Address: 957 S Main St, Conyers, GA 30012",Las Flores’ El Burrito Chingon Challenge,Where: Las Flores Mexican Restaurant,33.673936,-84.023111
518,"Address: 1041 Broadway Rd, Columbus, GA 31901",Cannon Brew Pub’s “Turning Blue” Burger Challenge,Where: The Cannon Brew Pub,32.46637,-84.99372
519,"Address: 530 Athens Hwy, Loganville, GA 30052",Frontera’s Burrito El Gigante Challenge (Loganville),Where: Frontera Mex-Mex Grill (Loganville),33.85349,-83.93406
520,"Address: 1295 Indian Trail Rd, Norcross, GA 30093",Frontera’s Burrito El Gigante Challenge (Indian Trail),Where: Frontera Mex-Mex Grill (Indian Trail),33.91588,-84.16374
521,"Address: 5865 Cumming Highway, Sugar Hill, GA 30518",Frontera’s Burrito El Gigante Challenge (Sugar Hill),Where: Frontera Mex-Mex Grill (Sugar Hill),34.11732,-84.07534
522,"Address: 10945 State Bridge Rd, Ste #100, Johns Creek, GA 30022",Frontera’s Burrito El Gigante Challenge (Johns Creek),Where: Frontera Mex-Mex Grill (Johns Creek),34.04965,-84.2231
523,"Address: 1808 Powers Ferry Rd, Marietta, GA 30067",Frontera’s Burrito El Gigante Challenge (Marietta),Where: Frontera Mex-Mex Grill (Marietta),33.934362,-84.46721099999999
524,"Address: 2137 Lawrenceville-Suwanee Rd, Suwanee, GA 30024",Frontera’s Burrito El Gigante Challenge (Suwanee),Where: Frontera Mex-Mex Grill (Suwanee),34.003479999999996,-84.04038
525,"Address: 3607 SE Highway 138, Stockbridge, GA 30281",Frontera’s Burrito El Gigante Challenge (Stockbridge),Where: Frontera Mex-Mex Grill (Stockbridge),33.55242,-84.27324
526,"Address: 6555 Sugarloaf Pkwy, Ste #101, Duluth, GA 30097",Frontera’s Burrito El Gigante Challenge (Duluth),Where: Frontera Mex-Mex Grill (Duluth),33.99787,-84.09013
527,"Address: 1430 Five Forks Trickum Rd, Lawrenceville, GA 30044",Frontera’s Burrito El Gigante Challenge (Lawrenceville),Where: Frontera Mex-Mex Grill (Lawrenceville),33.91973,-84.01562
528,"Address: 7190 Jimmy Carter, Norcross, GA 30092",Frontera’s Burrito El Gigante Challenge (Peachtree Corners),Where: Frontera Mex-Mex Grill (Peachtree Corners),33.921820000000004,-84.21184000000001
529,"Address: 5074 Hwy 78, Stone Mountain, GA 30087",Frontera’s Burrito El Gigante Challenge (Stone Mountain),Where: Frontera Mex-Mex Grill (Stone Mountain),33.824670000000005,-84.10423
530,"Address: 3100 Main St W, Snellville, GA 30078",Frontera’s Burrito El Gigante Challenge (Snellville),Where: Frontera Mex-Mex Grill (Snellville),33.85201,-84.04088
531,"Address: 1820 Highway 20 SE, Ste #156, Conyers, GA 30013",Frontera’s Burrito El Gigante Challenge (Conyers),Where: Frontera Mex-Mex Grill (Conyers),33.64118,-84.01341
532,"Address: 560 Gresham Ave, Atlanta, GA 30316",The So Ba Vietnamese Pho King Challenge,Where: So Ba Vietnamese Restaurant,33.73941,-84.34567
533,"Address: 327 Edgewood Ave SE, Atlanta, GA 30312",Bone Lick Southern Kitchen’s Sandwich Challenge,Where: Bone Lick Southern Kitchen,33.75415,-84.3769
534,"Address: 3190 Atlanta Hwy #11, Athens, GA 30606",The Brett’s Beast Burger Challenge,Where: Brett's Casual American Restaurant,33.942479999999996,-83.44773
535,"Address: 2971 Monroe Hwy, Watkinsville, GA 30677",Fox’s 30″ Big One Pizza Challenge (Oconee),Where: Fox's Pizza Den (Oconee),33.8231,-83.36932
536,"Address: 100 W Kaahumanu Ave, Kahului, HI 96732",Tante’s Island Cuisine’s Loco Moco Challenge,Where: Tante's Island Cuisine,20.888897,-156.477251
537,"Address: 92-1046 Olani St, Kapolei, HI 96707",Just Tacos’ 5lb “El Diablo” Burrito Challenge,Where: Just Tacos Hawaii,21.34308,-158.12291000000002
538,"Address: 226 Lewers St, Ste L-200, Honolulu, HI 96815",Cheeseburger Restaurant’s Cheeseburger Challenge (Beachwalk),Where: Cheeseburger Restaurant (Beachwalk),21.279220000000002,-157.83123
539,"Address: 2500 Kalakaua Ave, Honolulu, HI 96815",Cheeseburger Restaurant’s Cheeseburger Challenge (Waikiki),Where: Cheeseburger Restaurant (Waikiki),21.27394,-157.82341
540,"Address: 2500 Kuhio Ave, Waikiki Beach, HI 96815",M.A.C. 24/7’s “M.A.C. Daddy” Pancake Challenge,Where: M.A.C. 24/7 Bar & Restaurant,21.27523,-157.82185
541,"Address: 658 Front St, Ste #160, Lahaina, HI 96761",Cool Cat Café’s 808 Burger Challenge,Where: Cool Cat Café,20.872529999999998,-156.6771
542,"Address: 1295 S Beretania St, Honolulu, HI 96814",Honolulu Burger Co’s King Kamehameha Burger Challenge,Where: Honolulu Burger Co,21.30049,-157.84147
543,"Address: 2511 S Kihei Rd, Kihei, HI 96753",Moose McGillycuddy’s “Moose” Omelette Challenge (Kihei),Where: Moose McGillycuddy's (Kihei),20.716829999999998,-156.44602
544,"Address: 310 Lewers Street, Honolulu, HI 96815",Moose McGillycuddy’s “Moose” Omelette Challenge (Waikiki),Where: Moose McGillycuddy's (Waikiki),21.28056,-157.82958
545,"Address:  1120 Main St, Lewiston, ID 83501",Effie’s Tavern’s 4lb Burger Challenge,Where: Effie's Tavern,46.41874,-117.01838000000001
546,"Address: 1212 3rd Street S, Nampa, ID 83651",Stella’s Ice Cream’s “Bulldog” Sundae Challenge (Nampa),Where: Stella's Ice Cream (Nampa),43.57107,-116.56903999999999
547,"Address: 2826 S Eagle Rd, Ste #140, Eagle, ID 83616",Stella’s Ice Cream’s “Bulldog” Sundae Challenge (Eagle),Where: Stella's Ice Cream (Eagle),43.66872,-116.35337
548,"Address: 545 Shoshone St S, Twin Falls, ID 83301",Depot Grill’s “Trainwreck” Breakfast Challenge,Where: Depot Grill,42.55249,-114.47418
549,"Address: 8489 W Overland Rd, Boise, ID 83709",Westside’s 18″ Death By Pizza Challenge (Boise),Where: Westside Pizza (Boise),43.590257,-116.29405
550,"Address: 11200 Hercules Dr, Ste #100, Star, ID 83669",Westside’s 18″ Death By Pizza Challenge (Star),Where: Westside Pizza (Star),43.68578,-116.49368
551,"Address: 545 Shoshone St S, Twin Falls, ID 83303",Depot Grill’s Train Wreck Breakfast Challenge,Where: Depot Grill,42.55249,-114.47418
552,"Address: 920 N Highway 41, Ste #1, Post Falls, ID 83854",Nate’s 18″ Solo Pizza Challenge,Where: Nate's New York Pizza,47.719373,-116.894302
553,"Address: 920 N Hwy 41, Ste #1, Post Falls, ID 83854",Nate’s 36″ Team Pizza Challenge,Where: Nate's New York Pizza,47.719373,-116.894302
554,"Address: 228 Elgin Ave, Notus, ID 83656",The Garage Café “Hemi” Burger Challenge,Where: The Garage Café,43.72415,-116.79735
555,"Address: 215 Caldwell Blvd, Nampa, ID 83651",Wheeler’s 18 Wheeler Burger Challenge,Where: Wheeler's Handout,43.58781,-116.57771000000001
556,"Address: 710 W Ustick Rd, Meridian, ID 83646",Garbonzo’s Giant 28″ Team Pizza Challenge,Where: Garbonzo's Pizza (Meridian),43.633996999999994,-116.441492
557,"Address: 815 Ann Morrison Park Dr, Meridian, ID 83709",Cheerleaders’ Big Bertha Burger Challenge,Where: Cheerleaders Sports Bar & Grill,43.60583,-116.21274
558,"Address: 1289 S Protest Rd, Boise, ID 83706",Big Jud’s 2lb Burger Challenge (Boise),Where: Big Jud's Country Diner (Boise),43.597359999999995,-116.1888
559,"Address: 1289 S Protest Rd, Boise, ID 83706",Big Jud’s 1lb Burger Challenge (Boise),Where: Big Jud's Country Diner (Boise),43.597359999999995,-116.1888
560,"Address: 280 N 8th St, Boise, ID 83702",Superb Sushi’s Death Roll Challenge (Downtown Boise),Where: Superb Sushi (Downtown Boise),43.634045,-116.20075700000001
561,"Address: 280 N 8th St, Boise, ID 83702",The Demon’s Delight Spicy Challenge (Downtown Boise),Where: Superb Sushi (Downtown Boise),43.634045,-116.20075700000001
562,"Address: 36 E Fort St, Farmington, IL 61531",Asher’s “Big Shoe” Horseshoe Eating Challenge,Where: Asher's Bar & Grille,40.675503000000006,-90.02137900000001
563,"Address: 1003 Essington Rd, Joliet, IL 60435",Jerrie’s Loaded Hot Dog Challenge,Where: Jerrie's Dogs and More,41.54003,-88.16079
564,"Address: 109 E Market St, Sadorus, IL 61872",Buford’s Pub’s “Big Buford” Burger and Sandwiches Challenge,Where: Buford’s Pub,39.94862,-88.36794499999999
565,"Address:  3312 W Rock Falls Rd, Rock Falls, IL 61071",Triple P BBQ’s “Big Eats” Food Challenge (Rock Falls),Where: Triple P BBQ (Rock Falls),41.77203,-89.73095
566,"Address: 801 McKinley Ave, Bartonville, IL 61607",BillBoard Bistro’s “Uncle Mike’s” Horseshoe Challenge,Where: The BillBoard Bistro,40.64777,-89.65023000000001
567,"Address: 1829 S Pine St, Centralia, IL 62801",Orphan Smokehouse’s “Linebacker” Burger Challenge,Where: Orphan Smokehouse,38.50438,-89.12982
568,"Address: 101 Main St, Elliott, IL 60933",Triple H Cafe’s Elliott Burger Challenge,Where: Triple H Cafe,40.46412,-88.27208
569,"Address: 7828 N 2nd St, Machesney Park, IL 61115",Carlito’s 7lb Gordito Burrito Challenge,Where: Carlito's Tacos & More,42.33763,-89.0543
570,"Address: 2141 S Archer Ave, Chicago, IL 60616",Strings Ramen’s Monster Hell Ramen Challenge,Where: Strings Ramen,41.85341,-87.63316999999999
571,"Address: 112 Marina Dr, Lacon, IL 61540",FroSmoke’s Meatery “Goliath” BBQ Challenge,Where: FroSmoke’s Meatery,41.02435,-89.41373
572,"Address: 23 W Hubbard St, Chicago, IL 60654",JoJo’s Milk Bar’s “Sweet 16” Burger and Milkshake Challenge,Where: JoJo's Milk Bar,41.889949,-87.638033
573,"Address: 456 Redington Dr, South Elgin, IL 60177",Riverside Pizza’s 16″ Stuffed Pizza Challenge (South Elgin),Where: Riverside Pizza & Pub (South Elgin),41.980509999999995,-88.34283
574,"Address: 102 E Main St, St Charles, IL 60174",Riverside Pizza’s 16″ Stuffed Pizza Challenge (St Charles),Where: Riverside Pizza & Pub (St Charles),41.914120000000004,-88.31238
575,"Address: 142 W Wilson St, Batavia, IL 60510",Riverside Pizza’s 16″ Stuffed Pizza Challenge (Batavia),Where: Riverside Pizza & Pub (Batavia),41.844477000000005,-88.315931
576,"Address: 24035 Lockport St, Plainfield, IL 60544",Uptown Plainfield’s Steve’s Burger Challenge,Where: Uptown Plainfield Eatery & Tap,41.6082,-88.20424
577,"Address: 309 N Front St, Luka, IL 62849",Smoked To The Bone’s Philabuster Sandwich Challenge,Where: Smoked To The Bone,38.616108000000004,-88.789322
578,"Address: 5754 N Western Ave, Chicago, IL 60659",Vince’s VPT Grill’s Sears Tower Burger Challenge,Where: Vince's Pizza and Taqueria (VPT) Grill,41.98665,-87.6898
579,"Address: 407 1st Ave, Lyndon, IL 61261",Bushy’s Burger Challenge,Where: Bushy's Bar & Grill ,41.71748,-89.92461
580,"Address: 1660 N Broadway, Salem, IL 62881",Chuck’s Place Brutus Burger Challenge,Where: Chuck's Place,38.64608,-88.94216999999999
581,"Address: 201 S. Main St, Pearl City IL. 61062",Route No. 73’s Mega Merica Burger Challenge,Where: Route No. 73 Brew & Chew,42.26413,-89.82474
582,"Address: 201 S Main St, Pearl City, IL 61062",Route No. 73 Brew & Chew’s Hot Wing Challenge,Where: Route No. 73 Brew & Chew,42.26413,-89.82474
583,"Address: 310 W Division, Norris, IL 61553",Picco’s 16″ Large Works Stuffed Pizza Challenge,Where: Picco's Pit Bar-B-Que & Steakhouse,40.625690000000006,-90.03528
584,"Address: 2822 N Center St, Maryville, IL 62062",LakeHouse’s “Lake Monster” Food Challenge,Where: LakeHouse at Buffalo Park,38.733979999999995,-89.95532
585,"Address: 28 Kansas St, Frankfort, IL 60423 ",Fat Rosie’s El Patron Gordo Burrito Challenge (Frankfort),Where: Fat Rosie's (Frankfort),41.498329999999996,-87.8506
586,"Address: 47 East Chicago Ave, Naperville, IL 60540 ",Fat Rosie’s El Patron Gordo Burrito Challenge (Naperville),Where: Fat Rosie's (Naperville),41.762652,-88.146585
587,"Address: 0S050 Winfield Rd, Winfield, IL 60190, USA",Caliendo’s Wise Guy Calzone Challenge,Where: Caliendo's Restaurant & Bar,41.87202,-88.15833
588,"Address: 0S050 Winfield Rd, Winfield, IL 60190, USA",Caliendo’s Hitman Burger Challenge,Where: Caliendo's Restaurant & Bar,41.87202,-88.15833
589,"Address: 1901 S Bridge St, Yorkville, IL 60560",Roadhouse Bar & Grill’s Big Hoss Burger Challenge,Where: Roadhouse Bar & Grill,41.6217,-88.44922
590,"Address: 808 Broadway, Highland, IL 62249",DiMaggio’s “Battle of the Bowl” Pasta Eating Challenge,Where: DiMaggio's Pizza & Pasta ,38.73905,-89.681
591,"Address: 428 Maine St, Quincy, IL 62301",Red Light Bar’s Mississippi Monster Challenge,Where: Red Light Bar & Grill ,39.93165,-91.40909
592,"Address: 1314 N Michigan Ave, Marshall, IL 62441",Johnny Provolone’s Pizza Mafia Challenge,Where: Johnny Provolone's Pizza,39.40152,-87.69373
593,"Address: 60 E Ontario St, Chicago, IL 60611",SafeHouse Chicago’s Mission Impossible Burger Challenge,Where: SafeHouse Chicago,41.785976,-87.596665
594,"Address: 1139 N Alpine Rd, Rockford, IL 61107",Mamma Mia’s “Godfather” Chicago Beef Sandwich Challenge,Where: Mamma Mia's Italian Pizzeria,42.27939,-89.02889
595,"Address: 5805 N. Humboldt Ave., Peoria, IL 61614",Childers Eatery’s “Pandemic” Pancake Challenge,Where: Childers Eatery,40.75795,-89.59095
596,"Address: 394 W Virginia St, Crystal Lake, IL 60014",M Supper Club’s 96oz Steak Dinner Challenge,Where: M Supper Club,42.226929999999996,-88.32806
597,"Address: 4030 Northpoint Blvd, Waukegan, IL 60085",Big Ed’s 3 Pound Burger Challenge,Where: Big Ed's BBQ,42.34615,-87.90005
598,"Address: 6401 W Main St, Belleville, IL 62223",The Round Table’s Mega Omelette Challenge,Where: The Round Table Restaurant,38.55366,-90.03899
599,"Address: 6401 W Main St, Belleville, IL 62223",The Round Table’s Mega Hamburger Challenge,Where: The Round Table Restaurant,38.55366,-90.03899
600,"Address: 335 E Boughton Rd, Bolingbrook, IL 60440",Ashbury’s Double Decker Burger Challenge,Where: Ashbury's at Boughton Ridge,41.700418,-88.075746
601,"Address: 120 N Main St, Altamont, IL 62411",Open Door Diner’s “Gramps” Breakfast Challenge,Where: Open Door Diner,39.064206,-88.74791
602,"Address: 120 N Main St, Altamont, IL 62411",Open Door Diner’s “Door Stop” Burger Challenge,Where: Open Door Diner,39.064206,-88.74791
603,"Address: 2145 63rd St, Downers Grove, IL 60516",Q Billiards’ Big Boy Burger Challenge (Downers Grove),Where: Q Billiards (Downers Grove),41.772420000000004,-88.03347
604,"Address: 11 W John St, Plano, IL 60545",Q Bar’s Big Boy Burger Challenge (Plano),Where: Q Bar (Plano),41.661234,-88.53979100000001
605,"Address: 2240 Bloomingdale Rd, Glendale Heights, IL 60139",Q Bar’s Big Boy Burger Challenge (Glendale Heights),Where: Q Bar (Glendale Heights),41.94044,-88.08049
606,"Address: 8109 S Cass Ave, Darien, IL 60561",Q Bar’s Big Boy Burger Challenge (Darien),Where: Q Bar (Darien),41.74122,-87.97345
607,"Address: 1139 N Alpine Rd, Rockford, IL 61107",Mamma Mia’s 32″ Team Pizza Challenge,Where: Mamma Mia's Italian Pizzeria,42.27939,-89.02889
608,"Address: 322 S Main St, Anna, IL 62906",Jordo’s 18″ Party Pizza Challenge,Where: Jordo's Pizzeria,37.459465,-89.197838
609,"Address: 120 S Division St, Norris City, IL 62869",Mimmo’s Italian Restaurant’s 20″ Pizza Challenge,Where: Mimmo's Italian Restaurant,37.98077,-88.32892
610,"Address: 1365 N Milwaukee Ave, Chicago, IL 60622",The Cheesie’s Challenge #1 (Wicker Park),Where: Cheesie's (Wicker Park),41.90678,-87.67161999999999
611,"Address: 1365 N Milwaukee Ave, Chicago, IL 60622",The Mega Cheesie’s Challenge #2 (Wicker Park),Where: Cheesie's (Wicker Park),41.90678,-87.67161999999999
612,"Address: 12618 South Rt. 59, Plainfield, IL 60585",The Broken Yolk’s Iron Man Omelet Challenge (Plainfield),Where: The Broken Yolk Cafe (Plainfield),41.65439,-88.20441
613,"Address: 1058 W Polk St, Chicago, IL 60607",Fontano’s Subs’ Meatball Sandwich Challenge,Where: Fontano's Subs,41.871983,-87.64705
614,"Address: 1000 N State Rt 29, Athens, IL 62613",Boar’s Nest’s Clydesdale Horseshoe Challenge,Where: The Boar's Nest,39.961,-89.67323
615,"Address: 410 St Louis Rd, Collinsville, IL 62234",Horseshoe Lounge’s 5.5lb Horseshoe Challenge,Where: Horseshoe Lounge and Restaurant,38.6624,-89.99894
616,"Address: 4808 W Farmington Rd, Peoria, IL 61604",The Hungry Moose’s 2lb Moose Burger Challenge,Where: The Hungry Moose,40.699201,-89.67088000000001
617,"Address: 5400 N Clark St, Chicago, IL 60640",Hamburger Mary’s Big Fatty Burger Challenge (Chicago),Where: Hamburger Mary's (Chicago),41.97988,-87.66853
618,"Address: 609 S Illinois St, Belleville, IL 62220",Hicks’ BBQ MONSTER Nacho Challenge,Where: Hicks Bar-B-Que Company,38.49268,-89.98151
619,"Address: 21 Romines Dr, Morris, IL 60450",R-Place Family Eatery’s 4lb “Ethyl” Burger Challenge,Where: R-Place Family Eatery (Inside Travel Center),41.371257,-88.434506
620,"Address: 7347 Madison St, Forest Park, IL 60130",Brown Cow’s 21 Scoop “Trough” Ice Cream Challenge,Where: The Brown Cow Ice Cream Parlor,41.87972,-87.80912
621,"Address: 236 N Front St, Quincy, IL 62301",Chick’s Big Ass Team Chicken Lip Challenge (By The River),Where: Chick's By The River,39.933352,-91.415008
622,"Address: 315 S 6th St, Wood River, IL 62095",King Louie’s King Of The Jungle Burger Challenge,Where: King Louie's Drive-In,38.862708000000005,-90.080212
623,"Address: 170 Carlinville Plaza, Carlinville, IL 62626",Carlinville Plaza Cafe’s Monster Horseshoe Challenge,Where: Carlinville Plaza Café,39.293878,-89.875415
624,"Address: 2300 N Lincoln Ave, Chicago, IL 60614",Johnny’s Big Daddy Burger Challenge (Lincoln Park),Where: Johnny's Beef & Gyros (Lincoln Park),41.923809999999996,-87.64675
625,"Address: 909 E Ogden Ave, Naperville, IL 60563",Crosstown’s Devil’s Sweat Wing Challenge,Where: Crosstown Pub & Grill,41.795122,-88.170636
626,"Address: 622 Davis St, Evanston, IL 60201",The Mega Cheesie’s Challenge #2 (Evanston),Where: Cheesie's (Evanston),42.0463,-87.68099000000001
